AXP	68.92
AAPL	223.98
BA	105.49
CAT	91.79
CVX	54.15
CSCO	34.6
KO	37.55
DIS	85.76
DOW	26.53
XOM	31.4
GS	134.98
HD	162.39
IBM	94.76
INTC	49.6
JNJ	111.09
JPM	78.87
MCD	137.09
MMM	117.88
MRK	66.42
MSFT	135.56
NKE	62.79
PFE	28.39
PG	97.77
TRV	88.29
UTX	74.94
UNH	194.85
VZ	50.28
V	135.91
WMT	114.29
WBA	43.56
